Masked Input[13]: 99, Masked Output[13]: 4f
Masked Input[14]: c9, Masked Output[14]: 35
Masked Input[15]: 54, Masked Output[15]: 22
Masked Input[0]: 95, Masked Output[0]: 40
Masked Input[1]: 4c, Masked Output[1]: d9
Masked Input[2]: 07, Masked Output[2]: 69
Masked Input[3]: 6c, Masked Output[3]: 42
Masked Input[4]: f5, Masked Output[4]: 82
Masked Input[5]: 5d, Masked Output[5]: 79
Masked Input[6]: a3, Masked Output[6]: c7
Masked Input[7]: 11, Masked Output[7]: 26
Masked Input[8]: 50, Masked Output[8]: bb
Masked Input[9]: 59, Masked Output[9]: a1
Masked Input[10]: 33, Masked Output[10]: 70
Masked Input[11]: db, Masked Output[11]: 8b
Masked Input[12]: 20, Masked Output[12]: 5b
Masked Input[13]: 0e, Masked Output[13]: 26
Masked Input[14]: 7d, Masked Output[14]: ae
Masked Input[15]: bb, Masked Output[15]: 3b
Masked Input[0]: ad, Masked Output[0]: 1b
Masked Input[1]: 7a, Masked Output[1]: cc
Masked Input[2]: 8d, Masked Output[2]: 93
Masked Input[3]: 65, Masked Output[3]: 7b
Masked Input[4]: a9, Masked Output[4]: 2e
Masked Input[5]: 97, Masked Output[5]: 4c
Masked Input[6]: e9, Masked Output[6]: 32
Masked Input[7]: 1c, Masked Output[7]: 9b
Masked Input[8]: 7e, Masked Output[8]: d8
Masked Input[9]: 0d, Masked Output[9]: f7
Masked Input[10]: 9c, Masked Output[10]: ce
Masked Input[11]: 8c, Masked Output[11]: 82
Masked Input[12]: 93, Masked Output[12]: 10
Masked Input[13]: 0c, Masked Output[13]: d3
Masked Input[14]: 41, Masked Output[14]: 36
Masked Input[15]: 2a, Masked Output[15]: 01
Masked Input[0]: 1b, Masked Output[0]: ad
Masked Input[1]: cc, Masked Output[1]: 7a
Masked Input[2]: 93, Masked Output[2]: 8d
Masked Input[3]: 7b, Masked Output[3]: 65
Masked Input[4]: 2e, Masked Output[4]: a9
Masked Input[5]: 4c, Masked Output[5]: 97
Masked Input[6]: 32, Masked Output[6]: e9
Masked Input[7]: 9b, Masked Output[7]: 1c
Masked Input[8]: d8, Masked Output[8]: 7e
Masked Input[9]: f7, Masked Output[9]: 0d
Masked Input[10]: ce, Masked Output[10]: 9c
Masked Input[11]: 82, Masked Output[11]: 8c
Masked Input[12]: 10, Masked Output[12]: 93
Masked Input[13]: d3, Masked Output[13]: 0c
Masked Input[14]: 36, Masked Output[14]: 41
Masked Input[15]: 01, Masked Output[15]: 2a
decrypted : 00000000 00000000 00000000 00000000
Okay.  The result is correct.
END   testing the roundtrip.
